# Order ID,SKU,Required Amount,Order Received Time,Deadline Time
470,1506688,2,2016/6/18 0:06,2016/6/18 17:00
471,2177427,3,2016/6/18 0:06,2016/6/18 17:00
472,1867146,4,2016/6/18 0:06,2016/6/18 17:00
473,813728,16,2016/6/18 0:06,2016/6/18 17:00
474,2379111,7,2016/6/18 0:06,2016/6/18 17:00
475,2339892,14,2016/6/18 0:06,2016/6/18 17:00
476,819705,6,2016/6/18 0:06,2016/6/18 17:00
477,2261629,4,2016/6/18 0:06,2016/6/18 17:00
478,1479875,6,2016/6/18 0:06,2016/6/18 17:00
479,1479875,1,2016/6/18 0:06,2016/6/18 17:00
480,863383,2,2016/6/18 0:06,2016/6/18 17:00
481,2307911,1,2016/6/18 0:06,2016/6/18 17:00
482,901900,4,2016/6/18 0:06,2016/6/18 17:00
483,732354,12,2016/6/18 0:06,2016/6/18 17:00
484,1937479,4,2016/6/18 0:06,2016/6/18 17:00
485,1937986,33,2016/6/18 0:06,2016/6/18 17:00
486,2243169,7,2016/6/18 0:06,2016/6/18 17:00
487,1427737,2,2016/6/18 0:06,2016/6/18 17:00
488,2261629,1,2016/6/18 0:06,2016/6/18 17:00
489,695477,3,2016/6/18 0:06,2016/6/18 17:00
490,819705,12,2016/6/18 0:06,2016/6/18 17:00
491,1937986,10,2016/6/18 0:06,2016/6/18 17:00
492,646224,3,2016/6/18 0:06,2016/6/18 17:00
493,1239048,1,2016/6/18 0:06,2016/6/18 17:00
494,1274286,12,2016/6/18 0:06,2016/6/18 17:00
495,1937986,5,2016/6/18 0:06,2016/6/18 17:00
496,901902,3,2016/6/18 0:06,2016/6/18 17:00
497,2247905,2,2016/6/18 0:06,2016/6/18 17:00
498,1909888,3,2016/6/18 0:06,2016/6/18 17:00
499,1937479,22,2016/6/18 0:06,2016/6/18 17:00
500,813728,5,2016/6/18 0:06,2016/6/18 17:00
501,1187577,12,2016/6/18 0:06,2016/6/18 17:00
502,594842,1,2016/6/18 0:06,2016/6/18 17:00
503,2024548,1,2016/6/18 0:06,2016/6/18 17:00
504,195285,1,2016/6/18 0:06,2016/6/18 17:00
505,2171945,1,2016/6/18 0:06,2016/6/18 17:00
506,1677317,2,2016/6/18 0:06,2016/6/18 17:00
507,1187578,1,2016/6/18 0:06,2016/6/18 17:00
508,960055,5,2016/6/18 0:06,2016/6/18 17:00
509,2289188,1,2016/6/18 0:06,2016/6/18 17:00
510,1751060,1,2016/6/18 0:06,2016/6/18 17:00
511,860498,2,2016/6/18 0:06,2016/6/18 17:00
512,2316002,2,2016/6/18 0:06,2016/6/18 17:00
513,910144,1,2016/6/18 0:06,2016/6/18 17:00
514,1859006,22,2016/6/18 0:06,2016/6/18 17:00
515,2265044,2,2016/6/18 0:06,2016/6/18 17:00
516,528420,1,2016/6/18 0:06,2016/6/18 17:00
517,2261629,2,2016/6/18 0:06,2016/6/18 17:00
518,1209604,5,2016/6/18 0:06,2016/6/18 17:00
519,840211,2,2016/6/18 0:06,2016/6/18 17:00
520,910135,3,2016/6/18 0:06,2016/6/18 17:00
521,548501,154,2016/6/18 0:06,2016/6/18 17:00
522,1335852,14,2016/6/18 0:06,2016/6/18 17:00
523,2265044,1,2016/6/18 0:06,2016/6/18 17:00
524,1312305,16,2016/6/18 0:06,2016/6/18 17:00
525,2383233,12,2016/6/18 0:06,2016/6/18 17:00
526,1413820,76,2016/6/18 0:06,2016/6/18 17:00
527,2201629,28,2016/6/18 0:06,2016/6/18 17:00
528,1285328,1,2016/6/18 0:06,2016/6/18 17:00
529,2201629,3,2016/6/18 0:06,2016/6/18 17:00
530,553114,25,2016/6/18 0:06,2016/6/18 17:00
531,2302238,1,2016/6/18 0:06,2016/6/18 17:00
532,2195219,1,2016/6/18 0:06,2016/6/18 17:00
533,2201629,2,2016/6/18 0:06,2016/6/18 17:00
534,605085,10,2016/6/18 0:06,2016/6/18 17:00
535,1867146,2,2016/6/18 0:06,2016/6/18 17:00
536,582599,1,2016/6/18 0:06,2016/6/18 17:00
537,1279544,1,2016/6/18 0:06,2016/6/18 17:00
538,553114,2,2016/6/18 0:06,2016/6/18 17:00
539,1859006,26,2016/6/18 0:06,2016/6/18 17:00
540,1262000,17,2016/6/18 0:06,2016/6/18 17:00
541,1447319,63,2016/6/18 0:06,2016/6/18 17:00
542,1413820,43,2016/6/18 0:06,2016/6/18 17:00
543,901900,2,2016/6/18 0:06,2016/6/18 17:00
544,548501,44,2016/6/18 0:06,2016/6/18 17:00
545,732354,1,2016/6/18 0:06,2016/6/18 17:00
546,2383233,5,2016/6/18 0:06,2016/6/18 17:00
547,1748526,2,2016/6/18 0:06,2016/6/18 17:00
548,901900,2,2016/6/18 0:06,2016/6/18 17:00
549,1209604,1,2016/6/18 0:06,2016/6/18 17:00
550,1324976,22,2016/6/18 0:06,2016/6/18 17:00
551,1579172,2,2016/6/18 0:06,2016/6/18 17:00
552,553114,2,2016/6/18 0:06,2016/6/18 17:00
553,645147,1,2016/6/18 0:06,2016/6/18 17:00
554,1748526,5,2016/6/18 0:06,2016/6/18 17:00
555,1867146,5,2016/6/18 0:06,2016/6/18 17:00
556,2379111,4,2016/6/18 0:06,2016/6/18 17:00
557,1312305,14,2016/6/18 0:06,2016/6/18 17:00
558,1875883,2,2016/6/18 0:06,2016/6/18 17:00
559,819705,2,2016/6/18 0:06,2016/6/18 17:00
560,1751060,3,2016/6/18 0:06,2016/6/18 17:00
561,1622955,3,2016/6/18 0:06,2016/6/18 17:00
562,548501,15,2016/6/18 0:06,2016/6/18 17:00
563,1413820,1,2016/6/18 0:06,2016/6/18 17:00
564,1473101,16,2016/6/18 0:06,2016/6/18 17:00
565,1060862,1,2016/6/18 0:06,2016/6/18 17:00
566,1021099,12,2016/6/18 0:06,2016/6/18 17:00
567,1274286,2,2016/6/18 0:06,2016/6/18 17:00
568,1427737,1,2016/6/18 0:06,2016/6/18 17:00
569,2177427,2,2016/6/18 0:06,2016/6/18 17:00
570,1312305,4,2016/6/18 0:06,2016/6/18 17:00
571,1335852,3,2016/6/18 0:06,2016/6/18 17:00
572,2247923,35,2016/6/18 0:06,2016/6/18 17:00
573,1312305,4,2016/6/18 0:06,2016/6/18 17:00
574,1427737,1,2016/6/18 0:06,2016/6/18 17:00
575,910144,3,2016/6/18 0:06,2016/6/18 17:00
576,910144,1,2016/6/18 0:06,2016/6/18 17:00
577,1312305,2,2016/6/18 0:06,2016/6/18 17:00
578,910144,2,2016/6/18 0:06,2016/6/18 17:00
579,416906,16,2016/6/18 0:06,2016/6/18 17:00
580,1324976,1,2016/6/18 0:06,2016/6/18 17:00
581,1274286,1,2016/6/18 0:06,2016/6/18 17:00
582,1413820,1,2016/6/18 0:06,2016/6/18 17:00
583,2483514,29,2016/6/18 0:06,2016/6/18 17:00
584,2201629,27,2016/6/18 0:06,2016/6/18 17:00
585,416906,3,2016/6/18 0:06,2016/6/18 17:00
586,2171945,1,2016/6/18 0:06,2016/6/18 17:00
587,910144,1,2016/6/18 0:06,2016/6/18 17:00
588,1413820,3,2016/6/18 0:06,2016/6/18 17:00
589,1677317,3,2016/6/18 0:06,2016/6/18 17:00
590,2201629,9,2016/6/18 0:06,2016/6/18 17:00
591,2483514,206,2016/6/18 0:06,2016/6/18 17:00
592,1085002,1,2016/6/18 0:06,2016/6/18 17:00
593,2316002,4,2016/6/18 0:06,2016/6/18 17:00
594,2247923,7,2016/6/18 0:06,2016/6/18 17:00
595,1664594,3,2016/6/18 0:06,2016/6/18 17:00
596,1664594,1,2016/6/18 0:06,2016/6/18 17:00
597,1447319,9,2016/6/18 0:06,2016/6/18 17:00
598,1592206,14,2016/6/18 0:06,2016/6/18 17:00
599,1335857,1,2016/6/18 0:06,2016/6/18 17:00
600,1592206,26,2016/6/18 0:06,2016/6/18 17:00
601,1279544,1,2016/6/18 0:06,2016/6/18 17:00
602,2195219,1,2016/6/18 0:06,2016/6/18 17:00
603,553114,1,2016/6/18 0:06,2016/6/18 17:00
604,840211,3,2016/6/18 0:06,2016/6/18 17:00
605,2316002,1,2016/6/18 0:06,2016/6/18 17:00
606,1677317,1,2016/6/18 0:06,2016/6/18 17:00
607,2171945,1,2016/6/18 0:06,2016/6/18 17:00
608,2177427,4,2016/6/18 0:06,2016/6/18 17:00
609,2177427,1,2016/6/18 0:06,2016/6/18 17:00
610,2247923,2,2016/6/18 0:06,2016/6/18 17:00
611,1187577,35,2016/6/18 0:06,2016/6/18 17:00
612,1262000,11,2016/6/18 0:06,2016/6/18 17:00
613,2483514,38,2016/6/18 0:06,2016/6/18 17:00
614,1262000,14,2016/6/18 0:06,2016/6/18 17:00
615,695477,1,2016/6/18 0:06,2016/6/18 17:00
616,683186,2,2016/6/18 0:06,2016/6/18 17:00
617,1262000,4,2016/6/18 0:06,2016/6/18 17:00
618,840211,3,2016/6/18 0:06,2016/6/18 17:00
619,1875883,2,2016/6/18 0:06,2016/6/18 17:00
620,2483514,8,2016/6/18 0:06,2016/6/18 17:00
621,2483514,1,2016/6/18 0:06,2016/6/18 17:00
622,416906,2,2016/6/18 0:06,2016/6/18 17:00
623,1335852,3,2016/6/18 0:06,2016/6/18 17:00
624,1875883,3,2016/6/18 0:06,2016/6/18 17:00
625,1187577,1,2016/6/18 0:06,2016/6/18 17:00
626,1274286,1,2016/6/18 0:06,2016/6/18 17:00
627,653296,1,2016/6/18 0:06,2016/6/18 17:00
628,1312305,1,2016/6/18 0:06,2016/6/18 17:00
629,1447319,5,2016/6/18 0:06,2016/6/18 17:00
630,819705,4,2016/6/18 0:06,2016/6/18 17:00
631,1279544,2,2016/6/18 0:06,2016/6/18 17:00
632,1447319,7,2016/6/18 0:06,2016/6/18 17:00
633,416906,9,2016/6/18 0:06,2016/6/18 17:00
634,605085,5,2016/6/18 0:06,2016/6/18 17:00
635,1622955,1,2016/6/18 0:06,2016/6/18 17:00
636,1447319,1,2016/6/18 0:06,2016/6/18 17:00
637,1335852,1,2016/6/18 0:06,2016/6/18 17:00
638,695477,7,2016/6/18 0:06,2016/6/18 17:00
639,1060862,1,2016/6/18 0:06,2016/6/18 17:00
640,1875883,1,2016/6/18 0:06,2016/6/18 17:00
641,605085,1,2016/6/18 0:06,2016/6/18 17:00
642,1859006,10,2016/6/18 0:06,2016/6/18 17:00
643,1622955,1,2016/6/18 0:06,2016/6/18 17:00
644,1592206,1,2016/6/18 0:06,2016/6/18 17:00
645,1592206,2,2016/6/18 0:06,2016/6/18 17:00
646,695477,1,2016/6/18 0:06,2016/6/18 17:00
647,416906,1,2016/6/18 0:06,2016/6/18 17:00
648,683186,10,2016/6/18 0:06,2016/6/18 17:00
649,2339892,161,2016/6/18 0:06,2016/6/18 17:00
650,1021099,5,2016/6/18 0:06,2016/6/18 17:00
651,2201629,5,2016/6/18 0:06,2016/6/18 17:00
652,1335852,1,2016/6/18 0:06,2016/6/18 17:00
653,2339892,2,2016/6/18 0:06,2016/6/18 17:00
654,840211,13,2016/6/18 0:06,2016/6/18 17:00
655,840211,4,2016/6/18 0:06,2016/6/18 17:00
656,683186,1,2016/6/18 0:06,2016/6/18 17:00
657,1262000,2,2016/6/18 0:06,2016/6/18 17:00
658,2339892,17,2016/6/18 0:06,2016/6/18 17:00
659,1021099,3,2016/6/18 0:06,2016/6/18 17:00
660,1262000,1,2016/6/18 0:06,2016/6/18 17:00
661,1262000,2,2016/6/18 0:06,2016/6/18 17:00
662,813728,7,2016/6/18 0:06,2016/6/18 17:00
663,1859006,1,2016/6/18 0:06,2016/6/18 17:00
664,1335852,2,2016/6/18 0:06,2016/6/18 17:00
665,1021099,8,2016/6/18 0:06,2016/6/18 17:00
666,1859006,1,2016/6/18 0:06,2016/6/18 17:00
667,813728,6,2016/6/18 0:06,2016/6/18 17:00
668,813728,2,2016/6/18 0:06,2016/6/18 17:00
669,2201629,1,2016/6/18 0:06,2016/6/18 17:00
670,1060862,2,2016/6/18 0:06,2016/6/18 17:00
671,2201629,5,2016/6/18 0:06,2016/6/18 17:00
672,548501,11,2016/6/18 0:06,2016/6/18 17:00
673,2201629,1,2016/6/18 0:06,2016/6/18 17:00
674,548501,11,2016/6/18 0:06,2016/6/18 17:00
675,548501,2,2016/6/18 0:06,2016/6/18 17:00
